key,56,57,58,59,60,61,62,63
439,清理好“红莲节的垃圾”了吗？,,,,谢谢！<hex:02100103>如果还有的话，就拿过来吧。,,你要把它拿回去？<hex:02100103>倒也可以……,
440,这么好的景观，<hex:02100103>是个人就会想着好好保护的，对吧？,,,,,,,
441,哦哦，又收集了很多垃圾了啊！,,,,多谢！<hex:02100103>这里的景观又恢复先前的美丽了。,,你要把它拿回去？<hex:02100103>倒也可以……,
442,呼，景观终于恢复了很多。<hex:02100103>可是，说不定还残留了一些垃圾……<hex:02100103>如果看到的话，就麻烦你收集来吧。,,,,,,,
443,虽然成功让怪力独眼巨人开始捣年糕了……<hex:02100103>但却来了一群飞在空中的猫，<hex:02100103>弄得会场好混乱啊！,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？,要帮忙吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这、这样啊……这也没办法，<hex:02100103>跟飞猫战斗确实很费力……<hex:02100103>人之常情，俺能理解……,
444,看来你成功回收降神糕了啊。<hex:02100103>那就赶快交给俺吧！,,,,降神糕俺确实收下了，谢谢啊！<hex:02100103>但在发放之前当然是准备得越多越好。<hex:02100103>要是可以的好，请你再去回收一些过来！,,……你不把降神糕给俺，<hex:02100103>是有什么别的想法吗？<hex:02100103>算了，待会一定要交给俺啊！,
445,能否请你想办法靠近降神节的臼，<hex:02100103>然后将刚做好的降神糕回收回来？<hex:02100103>拜托你了！,,,,,,,
446,虽然已经回收了不少，<hex:02100103>但发放的降神糕当然是越多越好。<hex:02100103>要是你还有的话，就交给俺吧！,,,,降神糕俺确实收下了，<hex:02100103>谢谢你回收回来啊！,,……怎么了？不想把降神糕交给俺吗？,
447,已经回收了不少的降神糕，<hex:02100103>这样一来降神节也肯定会顺利举办的！,,,,,,,
448,据说有人在这附近见过机械士兵，<hex:02100103>你也很感兴趣吧？,对机械士兵感兴趣吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,什么啊，居然不感兴趣吗……,
449,看看，这大量的陶器碎片！<hex:02100103>这是永暗之子那群人用来制作毒药的陶壶，<hex:02100103>随意丢弃在这里后留下的毒壶碎片。,现在的问题是，这些红鹳好像<hex:02100103>把碎片当成了食饵，吞进了肚子里。<hex:02100103>在毒物扩大污染前，你能帮我回收这些碎片吗？,要帮忙回收毒壶碎片吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这样啊……也没办法。<hex:02100103>不过，这么多碎片，我一个人该如何是好……,
450,你回收了毒壶碎片啊，<hex:02100103>把它交给我吧，我来将其安全处理掉！,,,,谢谢你，帮大忙了。<hex:02100103>不过，好像还留有一些毒壶碎片，<hex:02100103>就麻烦你继续帮忙了。,,我知道了……<hex:02100103>不过，你拿着这危险的有毒物质是准备做什么？,
451,永暗之子对制作毒药有着异常的热情，<hex:02100103>要是森林被这些有毒物质污染的话……<hex:02100103>就太不公平了。,,,,,,,
452,看来已经清理得差不多了，<hex:02100103>我也是时候该回去了……<hex:02100103>如果你还拿着毒壶碎片的话就交给我吧。,,,,谢谢你，帮大忙了。<hex:02100103>这样应该就能防止污染扩大了。,,我知道了……<hex:02100103>不过，你拿着这危险的有毒物质是准备做什么？,
453,永暗之子对制作毒药有着异常的热情，<hex:02100103>要是森林被这些有毒物质污染的话……<hex:02100103>就太不公平了。,,,,,,,
454,大意了……<hex:02100103>太过专注于狩猎，结果被那家伙……<hex:02100103>被刻莱诺给发现了……,它被称作死相陆鸟，是非常凶猛的家伙……<hex:02100103>我被它弄伤了，好不容易逃到这里……<hex:02100103>难道说，你……要挑战那家伙吗？,要挑战刻莱诺吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,没错，千万别去……<hex:02100103>随便出手的话，会像我一样身受重伤的……,
455,唔……流血过多了……<hex:02100103>要是止疼药能管用的话，我倒是可以站起来……,不过，以我现在的状况，肯定逃不掉刻莱诺的追击……<hex:02100103>要是被它发现，我就只能乖乖受死了……,,,,,,
456,我看到了成群的山魈<hex:02100103>入侵了隆卡遗迹。<hex:02100103>而且它们好像在玩弄贵重的遗物……,现在去叫伙伴们的话怕是会来不及，<hex:02100103>能不能拜托你，帮忙从山魈手中<hex:02100103>夺回隆卡的遗物？,要帮忙收集隆卡的遗物吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,对你而言，隆卡的遗物并不是<hex:02100103>应该保护的对象啊……<hex:02100103>真是可惜……,
457,看样子你夺回了隆卡的遗物，<hex:02100103>就由我将它带回遗迹吧，<hex:02100103>能不能先交给我保管呢？,,,,非常感谢你的帮助。<hex:02100103>我会将这些隆卡的遗物打磨干净后，<hex:02100103>再放回遗迹的。,,咦？怎么了？<hex:02100103>这些隆卡的遗物对你而言，<hex:02100103>应该是没用的东西才对啊……,
458,只有一两只的话，我还能把它们赶走，<hex:02100103>但这么多数量的话，仅靠我一个人是怎么也不够的。<hex:02100103>啊，隆卡的遗物会变成什么样……好担心啊……,,,,,,,
459,已经夺回不少遗物了呢，<hex:02100103>我准备再过一会就回村里了，<hex:02100103>还有要交给我的隆卡的遗物吗？,,,,非常感谢你的帮助。<hex:02100103>我会将这些隆卡的遗物打磨干净后，<hex:02100103>再放回遗迹的。,,咦？怎么了？<hex:02100103>这些隆卡的遗物对你而言，<hex:02100103>应该是没用的东西才对啊……,
460,话说回来，<hex:02100103>为什么山魈们会对隆卡的遗物这么感兴趣呢？,,,,,,,
461,嗯，看你的眼神……应该是个身手高强的人吧。<hex:02100103>我正在训练新人顺便打猎……<hex:02100103>能不能请你给新人做个示范呢？,要参加狩猎吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,唔，那就没办法了。<hex:02100103>对不起，说了让你困扰的话……,
462,需要物品庆祝，伟大的，鳍人族的母王产卵。<hex:02100103>祈愿卵中幼体，健康的珍珠……<hex:02100103>想要大个的，无裂痕的，光滑的珍珠。,可是，海水消失之后，<hex:02100103>鳍人族的捕鱼人，无法随心所欲。<hex:02100103>能帮我收集，黑风海珍珠吗？,要帮忙收集黑风海珍珠吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,哦哦，你愿意帮我啊，谢谢你。<hex:02100103>双壳贝有时会吐出，黑风海珍珠，<hex:02100103>所以，找一些，掉在地上的就好。,然后，珍珠双向海龙，经常会，<hex:02100103>捕食双壳贝，所以体内，也会有珍珠，<hex:02100103>可以试着，打倒它们。,这样啊，真可惜，没有水的话，<hex:02100103>鳍人族的捕鱼人，无法随心所欲。<hex:02100103>怎么办，怎么办……,
463,哦哦，你收集到，黑风海珍珠了啊！<hex:02100103>谢谢你，我收下了。,,,,大个，无裂痕，很光滑！<hex:02100103>这样卵中幼体，一定能健康成长！<hex:02100103>谢谢你，谢谢你！,,哦哦，你要帮我收集更多吗？<hex:02100103>那么我就，等着你了。,
464,找一些，掉在地上的，黑风海珍珠就行，<hex:02100103>也可以试着打倒，吞食双壳贝的，<hex:02100103>珍珠双向海龙。,,,,,,,
465,哦哦，你收集到，黑风海珍珠了啊！<hex:02100103>虽然已经足够了，不过来多少我都会收。,,,,大个，无裂痕，很光滑！<hex:02100103>这样卵中幼体，一定能健康成长！<hex:02100103>谢谢你，谢谢你！,,哦哦，要把珍珠，留给自己吗？<hex:02100103>再过不久，我就要回，鳍人潮池了，<hex:02100103>在那之前，做好决定。,
466,再过不久，我就要回，鳍人潮池了，<hex:02100103>如果找到，黑风海珍珠了，请交给我。,,,,,,,
467,想要打倒，传说中的灾厄之兽——古塔尼亚，<hex:02100103>需要用它喜欢的，红血珊瑚来设下陷阱……,不过，古塔尼亚嘴非常大，吃得特别多！<hex:02100103>需要好多好多，红血珊瑚才行……<hex:02100103>能不能请你，帮我收集一些呢？,要帮忙收集红血珊瑚吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,哦哦，太感谢了！<hex:02100103>直接采取，生长在地上的，红血珊瑚就行，<hex:02100103>也可以打倒，以珊瑚为食的，震怒冰海天使！,,哦哦，好悲伤……<hex:02100103>不过我知道，指引之人，非常的忙……<hex:02100103>提乌嘶，会努力，想办法的！,
468,这是，红血珊瑚！<hex:02100103>指引之人，是帮我收集的吗？,,,,哦哦，非常棒的红血珊瑚！<hex:02100103>颜色很像陆人的血液，所以叫它红血！<hex:02100103>和鳍人的血液颜色不一样，好奇妙……,,哦哦，要帮我收集更多吗？<hex:02100103>这样的话，提乌嘶，会等你……,
469,直接采取，生长在地上的，红血珊瑚就行，<hex:02100103>也可以打倒，以珊瑚为食的，震怒冰海天使！,,,,,,,
470,那个是，红血珊瑚！<hex:02100103>提乌嘶，差不多要回去了，可以给我吗？,,,,哦哦，非常棒的红血珊瑚！<hex:02100103>收集到了好多，这样就能制作，<hex:02100103>引诱古塔尼亚的陷阱了，提乌嘶，好开心！,,哦哦，要帮我收集更多吗？<hex:02100103>不过，提乌嘶，差不多要回去了……能快点吗？,
471,收集到了很多，红血珊瑚……<hex:02100103>提乌嘶，差不多要回去了，<hex:02100103>如果还有珊瑚，可以给我吗？,,,,,,,
472,哦哦，指引之人……听我说！<hex:02100103>我终于知道，古塔尼亚喜欢什么了……<hex:02100103>那就是，红血珊瑚！,红血珊瑚就在，这个洞窟， 陆人墓标的，深处！<hex:02100103>如果能收集到大量珊瑚，就可以设下陷阱，<hex:02100103>或许就能，讨伐古塔尼亚了！,提乌嘶，会努力战斗！<hex:02100103>所以，指引之人……能不能拜托你协助我，<hex:02100103>去魔物很多的洞窟深处，进行探索？,要协助提乌嘶·澳恩吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,哦哦，好悲伤……<hex:02100103>不过我知道，指引之人，非常的忙……<hex:02100103>提乌嘶，会努力，想办法的！,
473,这里，有陆人，好少见……<hex:02100103>这样，果然，陆人也喜欢，尊紫贝啊！,唔……你不是，来找尊紫贝的啊……<hex:02100103>那个贝壳，有着艳丽的紫色，可以当做染料！<hex:02100103>我要，收集贝壳，和陆地的人，进行交易！,对了，你能不能陪我，收集贝壳呢？<hex:02100103>洞窟中，有很多魔物，很危险！<hex:02100103>如果陆人你，愿意保护我的话，我会答谢你！,要护送梅乌嘶·澜恩吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,难道说，陆人也害怕，洞窟里的魔物吗？,
474,就在我捕完鱼正要回去的时候，<hex:02100103>围过来了一群放着恶臭的风花。<hex:02100103>这样下去，我捕到的鱼都会被污染！,,,,,,,
475,哦哦， 指引之人！<hex:02100103>拜托你，将你的力量借给我！<hex:02100103>可怕的，大嘴巨兽，出现了！,它是从，上古之人居住的地方，<hex:02100103>突然跑到这里，大闹一番后，就走了！<hex:02100103>一定是我们传承中提到的，古塔尼亚！,如果放任不管，一定会引起灾难！<hex:02100103>我想追寻痕迹找到它，可是大衮们，总来捣乱！<hex:02100103>拜托你，拜托你，帮我打倒，它们吧！,要协助提乌嘶·澳恩吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,哦哦，太感谢了！<hex:02100103>提乌嘶，非常感谢，指引之人！<hex:02100103>拜托你打倒，捣乱的，大衮！,,哦哦，好悲伤……<hex:02100103>不过我知道，指引之人，非常的忙……<hex:02100103>提乌嘶，会努力，想办法的！,
476,兹姆嘶·渊斯，是出了名的暴徒，<hex:02100103>他好像也在调查，古塔尼亚的痕迹！<hex:02100103>一定是想，驱使强大的怪物，做坏事！,,,,,,,
477,我想追寻痕迹找到它，可是大衮们，总来捣乱！<hex:02100103>拜托你，拜托你，帮我打倒，它们吧！,,,,,,,
478,我正在伐木的时候，<hex:02100103>突然就出现了这些凶猛的三尖树……<hex:02100103>没法收集伐到的木材，让我很困扰。,要帮忙收集砍伐的木材吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,非常感谢你的帮助！<hex:02100103>砍伐的木材就掉落在附近，<hex:02100103>打倒古老三尖树也能获得木材。,,哎，不知道有没有身手高强的人愿意帮帮我……,
479,砍伐的木材就掉落在附近，<hex:02100103>打倒古老三尖树也能获得木材。,,,,,,,
480,咦，你好像得到砍伐的木材了啊，<hex:02100103>能把它交给我吗？,,,,谢谢你。<hex:02100103>我还想多回收一些，<hex:02100103>如果找到了砍伐的木材，就拿来给我吧。,,你是准备收集多点之后<hex:02100103>一口气交给我吗？,
481,我是时候准备回去了，<hex:02100103>毕竟木材回收得也差不多了。,,,,,,,
482,咦，你好像得到砍伐的木材了啊，<hex:02100103>能把它交给我吗？,,,,谢谢你！<hex:02100103>回收这么多的话应该就足够了。<hex:02100103>接下来只要把木材安全带回去就好了。,,我差不多要回去了。<hex:02100103>如果你改变想法了，就再来找我吧。,
483,哦哦，指引之人……快看那边！<hex:02100103>那一定是，视陆人为敌，做事过激的鳍人族一派中，<hex:02100103>出了名的暴徒，兹姆嘶·渊斯！,而且，他好像也在调查，古塔尼亚的痕迹！<hex:02100103>一定是想，驱使强大的怪物，做坏事！,不过，兹姆嘶是，出了名的暴徒，特别强大！<hex:02100103>指引之人……能战胜，他吗？<hex:02100103>如果可以的话，希望你能，把他赶走！,要协助提乌嘶·澳恩吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,哦哦，太感谢了！<hex:02100103>提乌嘶，非常感谢，指引之人！<hex:02100103>提乌嘶，会在旁看，并学习战斗方式！,,哦哦，好悲伤……<hex:02100103>不过我知道，指引之人，非常的忙……<hex:02100103>提乌嘶，会努力，想办法的！,
484,哦哦，指引之人……你听我说！<hex:02100103>经过调查，我发现了一些，古塔尼亚的特性，<hex:02100103>它非常巨大，特别凶猛，并且戒备心很强！,它好像将，鳍人潮池南边的海沟，视为自己的地盘！<hex:02100103>提乌嘶试着，在那里监视了一下，<hex:02100103>可是它却，根本不现身……,提乌嘶想要，继续调查，古塔尼亚的痕迹……<hex:02100103>可是这里，是深海卡部斯的地盘……<hex:02100103>能不能请你，在提乌嘶调查时，保护提乌嘶呢？,要协助提乌嘶·澳恩吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,哦哦，好悲伤……<hex:02100103>不过我知道，指引之人，非常的忙……<hex:02100103>提乌嘶，会努力，想办法的！,
485,啦哩吼！<hex:02100103>在那边的旅行者啊，能不能帮我个忙？,我需要制作一个自走人偶，<hex:02100103>和可恨的古格家族那群人进行对决！<hex:02100103>我为这一场战斗，赌上了一切！,可是，没有格鲁格棱晶的话，<hex:02100103>是无法完成我可爱的自走人偶的！<hex:02100103>能不能拜托你帮我收集材料呢？,要帮助图尔家族的技师吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,真遗憾……<hex:02100103>接下来我该怎么办呢？,
486,啦哩吼！<hex:02100103>快把你手里的格鲁格棱晶……<hex:02100103>交给我吧！,,,,非常感谢！<hex:02100103>不过，数量还差很多！<hex:02100103>如果找到新的了，还请拿来给我！,,真遗憾……<hex:02100103>如果愿意给我了，就再来找我吧。,
487,可以去捡露出地表的格鲁格棱晶，<hex:02100103>也可以去狩猎以此为食的迪戈泰塔斯……<hex:02100103>获取方法有很多，随便哪种都行！,,,,,,,
488,,,,,,,,
489,啦哩吼！<hex:02100103>收集到很多格鲁格棱晶了！<hex:02100103>好了，差不多也该回去了……,,,,,,,
490,啦哩吼！<hex:02100103>快把你手里的格鲁格棱晶……<hex:02100103>交给我吧！,,,,非常感谢！<hex:02100103>有这么多格鲁格棱晶的话应该够了！<hex:02100103>好了，差不多也该回去了……,,真遗憾……<hex:02100103>如果愿意给我了，就再来找我吧。,
491,啦哩吼！<hex:02100103>你看起来身手不错啊！,为了制作出最棒的自走人偶，<hex:02100103>我正在找愿意与试制型自走人偶战斗的人！<hex:02100103>怎么样，能拜托你吗？,要帮助图尔家族的技师吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,真遗憾……<hex:02100103>接下来我该找谁进行测试呢？,
492,哦哦，这位旅行者！<hex:02100103>我在巡逻的时候发现了被魔物袭击的旅行商人，<hex:02100103>虽然已经向部队的其他同伴请求了帮助……,可这附近是蜥龙的地盘，<hex:02100103>那群家伙对血很敏感，随时可能袭击过来。<hex:02100103>能不能请你暂时保护一下负伤的旅行商人呢？,要协助进行保护吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,要是怕受伤的话就赶紧离开这里吧，<hex:02100103>因为蜥龙随时可能会袭击过来。,
493,唔唔，那群该死的蜥龙……<hex:02100103>竟然张口就咬……疼死我了……,,,,,,,
494,有食物残渣散落在附近……<hex:02100103>看来吃东西的生物有着一张巨大的嘴。,,,,,,,
495,唔，旅行者吗？<hex:02100103>其实，出了一点小问题，<hex:02100103>那边的旅行商人受伤倒在了地上。,只是，他好像遇到了非常可怕的事，<hex:02100103>不管我们怎么叫他，他都不回答我们。<hex:02100103>能不能拜托你去问问到底怎么了？,,,,,,
496,唔唔……,要询问发生了什么吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,,
497,有食物残渣散落在附近……<hex:02100103>一部分残渣上附着有不知是何物的红色物质。,,,,,,,
498,保护森林是法诺之民的义务……<hex:02100103>不会放过任何异变。,,,,,,,
499,外来人啊……有什么事吗？,,,,,,,
500,飞翼兽是我们的翅膀，<hex:02100103>没有它们，我们是无法保护森林的。,,,,,,,
501,森林的树木、野兽以及隆卡的遗产……<hex:02100103>它们之间有着微妙的关系，<hex:02100103>维持着森林的平衡。,,,,,,,
502,塔里丘魔鸟之羽特别适合用作箭羽，<hex:02100103>虽然我让部下也去收集了，可剩余的箭……<hex:02100103>实在不容乐观……,如果你能帮忙收集的话就更好了。<hex:02100103>塔里丘魔鸟之羽可以在地上捡，<hex:02100103>也可以打倒塔里丘魔鸟。,要帮忙收集塔里丘魔鸟之羽吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,我不会强求你的。,
503,你带着塔里丘魔鸟之羽啊，<hex:02100103>能给我们的话就帮大忙了……,,,,非常感谢。<hex:02100103>塔里丘魔鸟之羽永远不嫌多，<hex:02100103>如果你还能找到的话就继续交给我吧。,,嗯？你也要制作弓箭吗？,
504,用塔里丘魔鸟之羽制作箭羽的话，<hex:02100103>可以稳定射线，使命中率大幅上升。,,,,,,,
505,已经收集到大量的羽毛了……<hex:02100103>不过你好像还带着塔里丘魔鸟之羽，<hex:02100103>身上的那些也要给我吗？,,,,非常感谢。<hex:02100103>这样暂时就不会为箭羽而困扰了。,,嗯？你也要制作弓箭吗？,
506,用塔里丘魔鸟之羽制作箭羽的话，<hex:02100103>可以稳定射线，使命中率大幅上升。,,,,,,,
507,光之泛滥使得维斯族的数量减少许多，<hex:02100103>现在还作为森林守护者继续使命的，<hex:02100103>也就只剩我们法诺之民了。,,,,,,,
508,我一直好奇外来人会有怎么样的实力，<hex:02100103>结果你的表现，说真的，让我大吃一惊……,你的战斗方式和我们不一样，<hex:02100103>不过能看出来，你有一位好老师，<hex:02100103>就像缅楠大人教导我们一样……,,,,,,
509,巡逻的时候<hex:02100103>难免肚子会饿，<hex:02100103>外面的世界都吃些什么呢？,,,,,,,
510,听说在光之泛滥发生前的世界，<hex:02100103>候鸟的数量要比现在多得多。,原本应该是那些候鸟吃掉毛爬虫，<hex:02100103>以防止病毒扩散……<hex:02100103>现在就只能靠我们来代替候鸟消灭毛爬虫了。,,,,,,
511,哇，这里竟然还有人类！<hex:02100103>居然没有被变成草人，<hex:02100103>真是太稀奇了！,我知道了！<hex:02100103>是不是有人特别赏识你啊？<hex:02100103>要不然你早就该被变成草人了啊！,,,,,,
512,你知道水妖族吗？<hex:02100103>那些孩子不管对谁，都会做一些惹人厌的恶作剧，<hex:02100103>真是让人讨厌……,水边是它们的地盘……<hex:02100103>不想被做恶作剧的话，<hex:02100103>就不要靠近湖边哦。,,,,,,
513,嗯？！<hex:02100103>我好像感觉到了水妖族的气息……<hex:02100103>难道是错觉？,,,,,,,
514,刚才的绿飘龙……<hex:02100103>好像是被施加了幻惑之术，<hex:02100103>那对水妖兄弟，真是让人讨厌……,有年长的阿马罗说水妖族是<hex:02100103>溺死在水中的人类灵魂转变而成的……<hex:02100103>总感觉非常可怕呢。,,,,,,
515,代恩兄弟经常给我们恩莫族添麻烦……,,,,,,,
516,最近看不到小顽童代恩兄弟了呢，<hex:02100103>到底发生了什么……<hex:02100103>你要不要帮忙去找找看？,,,,,,,
517,我想去采集花蜜，<hex:02100103>可有一群风花一直捣乱，不让我过去……<hex:02100103>你能不能帮帮我啊？,要帮助仙子吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,呜哇……<hex:02100103>居然不帮我，好过分！,
518,我是来采花蜜的，<hex:02100103>可是有一群可怕的蜜蜂在，根本不敢采！,你是不是很强啊？<hex:02100103>能不能帮我赶走杀人蜜蜂，<hex:02100103>然后收集一些金黄花蜜来呢？,要帮忙收集金黄花蜜吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这样啊……<hex:02100103>不过，我又不想放弃花蜜……,
519,帮我收集到金黄花蜜了啊！<hex:02100103>能不能把它交给我呢？,,,,谢谢你！<hex:02100103>我还需要很多金黄花蜜，<hex:02100103>如果你找到了就带来给我吧！,,你也想要金黄花蜜吗？,
520,这些蜜蜂是采蜜的对手。<hex:02100103>真叫人伤脑筋……,,,,,,,
521,已经收集到不少金黄花蜜了，<hex:02100103>我也差不多该回去了……<hex:02100103>你还有要给我的花蜜吗？,,,,谢谢你！<hex:02100103>能收集到这么多，好开心啊！,,你也想要金黄花蜜吗？,
522,这些蜜蜂是采蜜的对手。<hex:02100103>真叫人伤脑筋……,,,,,,,
523,我是鼹灵族的拾荒者！<hex:02100103>听说这附近发现了、很有价值的东西！<hex:02100103>所以我就来寻宝了、结果被魔物袭击了！,铰颌蚁、它们为了隐藏自己而挖洞……<hex:02100103>所以、有时会有宝藏、浮上地面！<hex:02100103>寻宝真是、太兴奋了！,,,,,,
524,旅行者啊，能不能帮帮我们？<hex:02100103>我的雇主发现了疑似地图的羊皮纸……<hex:02100103>已经迫不及待想要寻宝了。,然后，我们来到了地图标记的地方……<hex:02100103>不过如你所见，这里有一群蜥蜴来往……<hex:02100103>如果你愿意帮忙打倒它们我会非常感谢你，你看怎么样？,要帮达马尔吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,也是……<hex:02100103>哎，我要怎么跟雇主说呢……,
525,旅行者、你是来看萨迈尔脊骨的吗？<hex:02100103>那个就是巨大生物萨迈尔的骨头哦……<hex:02100103>据说到了夜晚、萨迈尔的灵魂会在附近徘徊！,所以、鼹灵族的年轻人、<hex:02100103>会在那个骨头下面待一晚、挑战胆量！<hex:02100103>我当然……也待过！相信我！,,,,,,
526,那一定是库伽仙人刺！<hex:02100103>是一种寿命长、个头大的巨人掌！<hex:02100103>它非常厉害、随便出手会很危险！,不过、那个库伽仙人刺站的地方、<hex:02100103>一定就是地图所标记的宝藏地点！<hex:02100103>为了获取宝藏、得打倒它才行！,,,,,,
527,旅、旅行者！<hex:02100103>我们找到的宝藏、<hex:02100103>被喜欢发光物体的怪鸟给抢走了！,那个怪鸟被称为洁光巨鸟、<hex:02100103>是我们拾荒者的天敌！<hex:02100103>希望你能协助我们打倒它！,,,,,,
528,这里是琥珀丘……<hex:02100103>被我们拾荒者称为丘陵！,这里有许多废矿和遗迹、所以能拾取的东西也很多！<hex:02100103>不过治安很差、所以也是很危险的地方！<hex:02100103>快看、那边正有强盗在抢劫呢、笑死我了！,,,,,,
529,秘宝大老之剑……<hex:02100103>古老隆索卷轴中记述的、寄宿有强大魔力的剑、<hex:02100103>我一定要、把它弄到手！,,,,,,,
530,虽然现在隆索族用着和尘族很像的名字，<hex:02100103>可其实很久以前，隆索族都是用古语起具有特色的名字。,像附近的地名凯尔克和比朗，<hex:02100103>其实都是古时隆索族的名字，<hex:02100103>他们有用伟人的名字给山或城镇起名的习惯。,,,,,,
531,我们为了寻宝而来到了遗迹，<hex:02100103>可这附近有很多犰狳在走来走去。<hex:02100103>旅行者啊，能不能请你帮忙解决一下它们呢？,要帮达马尔吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,,也是……<hex:02100103>哎，我要怎么跟雇主说呢……,
532,●ノルマ達成前,,,,,,,
533,●ノルマ達成前受け取り,,,,●まだ足りない,,●納品キャンセル,
534,●ノルマ達成後,,,,,,,
535,●ノルマ達成後受け取り,,,,●もう充分,,●納品キャンセル,
536,哈，你想参观降神节的捣年糕现场？<hex:02100103>那你可来得正是时候，俺们已经准备就绪啦！,这次专门从东方带来的牛头可是鼓足了力气！<hex:02100103>就让俺们开始吧！,要参观捣年糕吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,这样啊。<hex:02100103>那你想清楚再来吧！,
537,,,,,,,,
538,呀！<hex:02100103>你也要参加彩蛋狩猎的游行活动吗？<hex:02100103>和我们一起为森都的孩子们带去欢乐吧！,游行活动的正装已经定为了兔子玩偶装！<hex:02100103>可以的话，你也穿上一起参加吧！,要参加游行活动吗？<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※此危命任务的推荐等级为<hex:022003E80203>级。<hex:0249020103><hex:0248020103>,,,,好可惜。<hex:02100103>我们随时欢迎你的参加！,
539,,,,,,,,
